Song,Artist,Album,Lyrics
"""Huling Hugot""",Maymay Entrata,"""MPOWERED""","

Nagsimula ang kwento na ito sa pag ibig na nakakadala
Nung una, ako'y napaniwala, sa'yong mga salita
Pero hindi pala tama ang aking inakala
Aking nalaman na, ikaw ay sinungaling pala

Mga wagas mong pangako
Na napako, nakakapagod
Sumasakit lang ang ulo
Sa napupulot, puro lang hugot
Itigil nalang natin ito
Wag ng ipilit pa
Dapat hugutin na
'Di na to uubra
Mga wagas mong pangako
Na napako, nakakapagod
Huling Hugot na lamang ito

At ngayon nakita ko ang tunay ko na halaga
Kaya ako'y lilisan na, para ako naman ang lumigaya
Akala mo siguro na, ikaw lang at wala ng iba
Pero hindi na ko papayag na masaktan pa...

Mga wagas mong pangako
Na napako, nakakapagod
Sumasakit lang ang ulo
Sa napupulot, puro lang hugot
Itigil nalang natin ito
Wag ng ipilit pa
Dapat hugutin na
'Di na to uubra
Mga wagas mong pangako
Na napako, nakakapagod
Huling Hugot na lamang Ito

Nabuksan na ang aking mata
Di na ako luluha pa
Ang huling hugot kong magtutuldok
Sa yugtong ito ng buhay ko

Mga wagas mong pangako
Na napako, nakakapagod
Sumasakit lang ang ulo
Sa napupulot, puro lang hugot
Itigil nalang natin ito
Wag ng ipilit pa
Dapat hugutin na
'Di ka na uubra
Mga wagas mong pangako
Na napako, nakakapagod

Nabuksan na ang aking mata
Di na ako luluha pa
Mga wagas mong pangako
Na napako, nakakapagod
Huling Hugot na lamang ito
"
"""'Di Kawalan""",Maymay Entrata,"""MPOWERED""","

Meron akong sasabihin
Sana'y 'wag mong mamasamain
Pakinggan aking bilin
Nang 'di ka malagay sa alanganin

'Wag na 'wag ka na papayag na masaktan
'Wag na 'wag ka na papayag na malamangan
'Wag na 'wag ka nang papayag
Iiyak ka na naman
Kung ganun lang din naman ay 'wag na 'wag na lang
Pakita mo sa kanila na kaya mo 'to
Pagkat 'di lang naman siya ang lalaki sa mundo
Kung 'di niya talaga makita'ng kagandahan mo
Ay 'di naman siya talagang kawalan sa'yo

Marami siyang gagawin
Para ika'y mabalik sa kanyang piling
Tandaan mo aking bilin
Nang 'di ka malagay sa alanganin

'Wag na 'wag ka na papayag na masaktan
'Wag na 'wag ka na papayag na malamangan
'Wag na 'wag ka nang papayag
Iiyak ka na naman
Kung ganun lang din naman ay 'wag na 'wag na lang
Pakita mo sa kanila na kaya mo 'to
Pagkat 'di lang naman siya ang lalaki sa mundo
Kung 'di niya talaga makita'ng kagandahan mo
Ay 'di naman siya talagang kawalan sa'yo
"
"""AMAKABOGERA (Tropical Remix)""",Maymay Entrata,"""MPOWERED""","

Amakabogera
Amakabogera
Amakabogera

Lalakad na ala beauty queen
Awra ko'y will make you scream
Ganda kong nagniningning
Lalo kang mapapatingin
'Di ko na kailangan na magpaganda
Dating ko pa lang, panalo na
'Di ko need ng filters sa camera
Naturang ganda'y ibandera

'Di ko kailangang sumabay pa sa uso
Ako'y magiging ""ako"" na aking ginusto

Amakabogera, ganda ko'y irarampa
'Di magpapatinag sa sasabihin ng iba
Amakabogera, umaapaw ang karisma
Ang tunay kong ganda, sa lahat naiiba

Sa tuwing ako'y napaparaan
Rinig na rinig ang bulungan
Na ako'y 'di kagandahan
Ngunit ako'y 'lang pakialam
'Di ko na kailangan na magpaganda
Dating ko pa lang, panalo na
'Di ko need ang payo ng iba
Para ibandera 'king ganda

'Di ko kailangang sumabay pa sa uso
Ako'y magiging ""ako"" na aking ginusto

Amakabogera, ganda ko'y irarampa
'Di magpapatinag sa sasabihin ng iba
Amakabogera, umaapaw ang karisma
Ang tunay kong ganda, sa lahat naiiba
Amakabogera
Amakabogera

Pagod na akong abutin ang standards na sinasabi nila
Ano man ang iyong gawin, talagang may masasabi sila
Isuot ang 'yong korona at kumaway na parang reyna
Ako'y magiging ""ako"" na aking ginusto

Amakabogera, ganda ko'y irarampa
'Di magpapatinag sa sasabihin ng iba
Amakabogera, umaapaw ang karisma
Ang tunay kong ganda, sa lahat naiiba
Amakabogera
"
"""AMAKABOGERA (Christmas Remix)""",Maymay Entrata,No Album,"

Amakabogera
Amakabogera
Amakabogera

Lalakad na ala beauty queen
Awra ko'y will make you scream
Ganda kong nagniningning
Lalo kang mapapatingin
'Di ko na kailangan na magpaganda
Dating ko pa lang, panalo na
'Di ko need ng filters sa camera
Naturang ganda'y ibandera

'Di ko kailangang sumabay pa sa uso
Ako'y magiging ""ako"" na aking ginusto

Amakabogera, ganda ko'y irarampa
'Di magpapatinag sa sasabihin ng iba
Amakabogera, umaapaw ang karisma
Ang tunay kong ganda, sa lahat naiiba

Sa tuwing ako'y napaparaan
Rinig na rinig ang bulungan
Na ako'y 'di kagandahan
Ngunit ako'y 'lang pakialam
'Di ko na kailangan na magpaganda
Dating ko pa lang, panalo na
'Di ko need ang payo ng iba
Para ibandera 'king ganda

'Di ko kailangang sumabay pa sa uso
Ako'y magiging ""ako"" na aking ginusto

Amakabogera, ganda ko'y irarampa
'Di magpapatinag sa sasabihin ng iba
Amakabogera, umaapaw ang karisma
Ang tunay kong ganda, sa lahat naiiba
Amakabogera
Amakabogera

Pagod na akong abutin ang standards na sinasabi nila
Ano man ang iyong gawin, talagang may masasabi sila
Isuot ang 'yong korona't kumaway na parang reyna
Ako'y magiging ""ako"" na aking ginusto

Amakabogera, ganda ko'y irarampa
'Di magpapatinag sa sasabihin ng iba
Amakabogera, umaapaw ang karisma
Ang tunay kong ganda, sa lahat naiiba
Amakabogera
"
"""AUTODEADMA""",Maymay Entrata,No Album,"

[Maymay Entrata:]
Checking my social, gusto ko lang love makita
Censor lang ang mga nega, autodeadma, no problema
Mga galaw inaabangan, lalo ko lang gagalingan
'Di kailangan nang patulan, pansinin, hindi kailangan

I'm setting my own expectations
I run fast, I won't bother kaya ngayon

Autodeadma, mga issues not my business
Autodeadma, I just want us to be happy
Autodeadma, lies will never get to me
Basta't aking mahal kasama
All those hate won't bother me, deadma

Laman-laman ng mga chika
I'm not gwapa sabi nila
Walang talab ganyang intriga
Sarili ko'y aking kilala
Mga galaw inaabangan, lalo ko lang gagalingan
'Di kailangan nang patulan, pansinin, hindi kailangan

I'm setting my own expectations
I run fast, I won't bother kaya ngayon

Autodeadma, mga issues not my business
Autodeadma, I just want us to be happy
Autodeadma, lies will never get to me
Basta't aking mahal kasama
All those hate won't bother me, deadma

[Maymay Entrata (WOOSEOK):]
Lalo pang umangat
Go pull me down, I'll rise up (I'll rise up)
Sa sarili'y magtiwala
No need for validations (No need)
Guard myself with your love
That's gonna make me stronger (Stronger)
And be the brightest flame
In the end

[WOOSEOK:]
Maymay, how are you so solid?
Aemaehan haengdonggwa maldeullo mental teollin jeogi itjiman
Social media's so lonely
But look, we came back ballin'
Autodeadma, I'm not a dead man
Urin jeongsangeul hyanghae gaji like Neymar
Ganeun mari gowayaji oneun mari deo gopji
That might be karma

[Maymay Entrata:]
I'm setting my own expectations
I run fast, I won't bother kaya ngayon

Autodeadma, mga issues not my business
Autodeadma, I just want us to be happy
Autodeadma, lies will never get to me
Basta't aking mahal kasama
All those hate won't bother me, deadma

I just want na laging happy
Autodeadma para happy, deadma
"
"""Autodeadma (Solo Version)""",Maymay Entrata,No Album,"

Checking my social, gusto ko lang love makita
Censor lang ang mga nega, autodeadma, no problema
Mga galaw inaabangan, lalo ko lang gagalingan
'Di kailangan nang patulan, pansinin, hindi kailangan

I'm setting my own expectations
I run fast, I won't bother kaya ngayon

Autodeadma, mga issues not my business
Autodeadma, I just want us to be happy
Autodeadma, lies will never get to me
Basta't aking mahal kasama
All those hate won't bother me, deadma

Laman-laman ng mga chika
I'm not gwapa sabi nila
Walang talab ganyang intriga
Sarili ko'y aking kilala
Mga galaw inaabangan, lalo ko lang gagalingan
'Di kailangan nang patulan, pansinin, hindi kailangan

I'm setting my own expectations
I run fast, I won't bother kaya ngayon

Autodeadma, mga issues not my business
Autodeadma, I just want us to be happy
Autodeadma, lies will never get to me
Basta't aking mahal kasama
All those hate won't bother me, deadma

Lalo pang umangat
Go pull me down, I'll rise up
Sa sarili'y magtiwala
No need for validations
Guard myself with your love
That's gonna make me stronger
And be the brightest flame
In the end

I'm setting my own expectations
I run fast, I won't bother kaya ngayon

Autodeadma, mga issues not my business
Autodeadma, I just want us to be happy
Autodeadma, lies will never get to me
Basta't aking mahal kasama
All those hate won't bother me, deadma

I just want na laging happy
Autodeadma para happy, deadma
"
"""Bituin""",Maymay Entrata,No Album,"

Mula nung umpisa
Ika'y nandito na
At 'di nagsasawa
Sabawat mong likha

Kailan pa man san man mapunta
Lagi tayong magsasama
Mahabang pinangsamahan asahan
'Di kita iiwan

Lagin nakikita ko
Ang kumikinang sa'yo
Nariyan sa puso mo
Lagin nakikita ko
Ang kumikinang sa'yo
Nariyan sa puso mo

Ikaw ang bituin na sinusundan
Ikaw ang bituin na sinusundan

Mula nung umpisa
Ika'y nandito na
At 'di nagsasawa
Sa bawat mong likha

Kailan pa man san man mapunta
Lagi tayong magsasama
Mahabang pinangsamahan asahan
'Di kita iiwan

Lagin nakikita ko
Ang kumikinang sa'yo
Nariyan sa puso mo
Lagin nakikita ko
Ang kumikinang sa'yo
Nariyan sa puso mo

Ikaw ang bituin na sinusundan
Ikaw ang bituin na sinusundan

Lagin nakikita ko
Ang kumikinang sa'yo
Nariyan sa puso mo
Lagin nakikita ko
Ang kumikinang sa'yo
Nariyan sa puso mo

Ikaw ang bituin na sinusundan
Ikaw ang bituin na sinusundan
Ikaw ang bituin na sinusundan
Ikaw ang bituin na sinusundan
"
"""I Love You 2""",Maymay Entrata,No Album,"

Ang relasyon na natapos, iniiyakan
Pag ang pera ay naubos, sakit sa ulo nyan
Paano pa kaya, 'pag favorite show nawala
Mundo ay parang guguho bigla

Marinela, mara clara, ezperanza
Maalala mo kaya si budoy at kristala
Pangako ko sa iyo, mula dito sa puso ko
Got to believe, dear heart, paglaban mo

I love you 2, honesto
Iisang pamilya tayo
I love you 2, totoo
Swak na swak, tatak pilipino
Mas magandang buhay
Kung alive si cardo dalisay
Sa puso ko iingatan ka
Parang bandila nag-iisa
Pinoy ako isisigaw
Mahal kita kapamilya

Isisigaw mula TV Patrol hanggan O Shopping Pa

I love you 2, honesto
Iisang pamilya tayo
I love you 2, totoo
Swak na swak, tatak pilipino
Mas magandang buhay
Kung alive si cardo dalisay
Sa puso ko iingatan ka
Parang bandila nag-iisa
Pinoy ako isisigaw
Mahal kita
Kapamilya...
(I love you 2, I love you 2, I love you 2...)
"
"""Merry Ang Pasko""",Maymay Entrata,No Album,"

Happy holidays to you
(Maligayang pasko)
Happy New Year too
(Manigong bagong taon)
Lumalamig ang panahon
Pero ang saya saya
Decembre ko ngayon
Mapupuno na ng ligaya

Lahat ng masalubong ko
Meron dalang ngiti
(Meron dalang ngiti)
Lalo na tayo

(Merry ang pasko)
Lalot nandyan ka na
(Merry ang pasko)
Lalot nandyan ka na
(Merry ang pasko)
Lalot nandyan ka na
(Merry ang pasko)

Mga batat matanda
Magsimbang gabi tara
Sama sama magasaya
Hanggang sa noche buena
(Magsaya tayo)
Magsaya tayo
(Magsaya tayo)
Magsaya tayo

Lahat ng masalubong ko
Meron dalang ngiti
(Meron dalang ngiti)
Lalo na tayo

(Merry ang pasko)
Lalot nandyan ka na
(Merry ang pasko)
Lalot nandyan ka na
(Merry ang pasko)
Lalot nandyan ka na
(Merry ang pasko)
Lalot nandyan ka na
(Merry ang pasko)
Lalot nandyan ka na
(Merry ang pasko)
Lalot nandyan ka na
"
"""Puede Ba""",Maymay Entrata,No Album,"

Naaala mo pa ba nung tayo'y nagkakilala
Nakakakilig, nakakaloka
Kumikislap mga ilaw
Habang ako'y nagsasayaw
Lumapit ka't sinabi mo...

Puede ba, puede ba
Makisayaw sa iyo
Puede ba, puede ba
Makisayaw sa iyo

Oh baby ang lakas ng iyong dating
Kahit d ka lasing may lakas loob pa rin
Oh baby, ang kapal ng iyong mukha
Pero ako'y natutuwa, dahil ang guapo, guapo mo
At sasabihin din sa 'yo

Puede ba, puede ba
Makisayaw sa iyo
Puede ba, puede ba
Makisayaw sa iyo

D mo mapigilan maloka sa 'kin
Dahil nakaka aliw at nakakabaliw
Ang ganda ko o ang ganda ganda ko

Marami dyang inggitera mga laitera
Oh kahit ano pang sabihin nila
Basta't ikaw ang aking kasayaw
At uulit ulitin ko sayo
Hanggang madaling aral

Puede ba, puede ba (baby)
Makisayaw sa iyo (oh baby)
Puede ba, puede ba (baby)
Makisayaw sa iyo (oh baby)
Puede ba, puede ba
Makisayaw sa iyo
Puede ba, puede ba
Makisayaw sa iyo
Puede ba, puede ba (baby)
Makisayaw sa iyo (oh baby)
Puede ba, puede ba (baby)
Makisayaw sa iyo (oh baby)
"
"""Tsada Mahigugma""",Maymay Entrata,No Album,"

Tsada tsa-tsadada mahigugma
Tsada mahigugma inday
'Di dahil sa nasaktan ka na
Ayaw mo nang mahigugma
Tsada mahigugma inday
'Di dahil laging nasasaktan
Lahat nalang ay kalaban

May tao din na para sa'yo
Kapit lang dahil darating din yun

Tsada tsa-tsadada mahigugma
Tsada mahigugma
Tsada tsa-tsadada
Tsada mahigugma
Tsada tsa-tsadada
Tsada tsa-tsadada
Tsada mahigugma

Tsada mahigugma inday
Nabiyak man ang puso
Hindi pa rin susuko
Tsada mahigugma inday
Nasaktan man ng husto
Unti-unting bumabangong

May tao din na para sa'yo
Kapit lang dahil darating din yun

Tsada tsa-tsadada mahigugma
Tsada mahigugma
Tsada tsa-tsadada
Tsada mahigugma
Tsada tsa-tsadada
Tsada tsa-tsadada
Tsada mahigugma

Tsada mahigugma
Tsada mahigugma
Tsada mahigugma

Tsada mahigugma
Tsada mahigugma
Tsada mahigugma

Tsada mahigugma inday
'Di dahil sa nasaktan ka na
Ayaw mo nang mahigugma
Tsada mahigugma inday
'Di dahil laging nasaktan
Lahat nalang ay kalaban

May tao din na para sa'yo
Kapit lang dahil darating din yun

Tsada tsa-tsadada mahigugma
Tsada mahigugma
Tsada tsa-tsadada
Tsada mahigugma
Tsada tsa-tsadada
Tsada tsa-tsadada
Tsada mahigugma

Tsada tsa-tsadada
Ang ganda ganda ganda
Tsada tsa-tsadada
Ang ganda ganda ganda
Tsada tsa-tsadada
Ang ganda ganda ganda

Tsada tsa-tsadada mahigugma
"
"""Bakit Ba Ikaw""",Michael Pangilinan,"""Michael Pangilinan""","

Mula ng aking masilayan
Tinataglay mong kagandahan
Di na maawat ang pusong sa'yo ay magmahal
Laman ka ng puso't isipan
Di na kita maiiwasan
Pag-ibig ko sana ay pagbigyan

Bakit ba ikaw ang naiisip ko at
Di na mawala-wala pa
Kahit na alam ko na ang puso mo
Ay may mahal na ngang iba
Ayaw ng paawat nang aking damdamin
Tunay na mahal ka na
Sanay hayaan mong ibigin kita
Maghihintay pa rin at aasa

Masaya ka ba pag siya ang kasama
Di mo na ba ako naaalala?
Mukha mo ay bakit di ko malimot limot pa
Laman ka ng puso't isipan
Di na kita maiiwasan
Pag-ibig ko sana ay pagbigyan

Bakit ba ikaw ang naiisip ko at
Di na mawala-wala pa
Kahit na alam ko na ang puso mo
Ay may mahal na ngang iba
Ayaw ng paawat nang aking damdamin
Tunay na mahal ka na
Sanay hayaan mong ibigin kita
Maghihintay pa rin at aasa

Sa pag-ibig mo nama'y
Nagmamay-ari na
Nais ko lang malaman mo
Na minamahal kita...

Bakit ba ikaw ang naiisip ko at
Di na mawala-wala pa
Kahit na alam ko na ang puso mo
Ay may mahal na ngang iba
Ayaw ng paawat nang aking damdamin
Tunay na mahal ka na
Sanay hayaan mong ibigin kita
Maghihintay pa rin... at aasa
"
"""Kung Sakali""",Michael Pangilinan,"""Michael Pangilinan""","

Buhay ko ay sayo lamang
Hinding-hindi magbabago ang isip ko
Tunay ang pagtingin
Sanay ganon ka rin giliw

At kung sakali man ikaw ay
Mayron ng ibang minamahal, minamahal
At kung sakali mang tuluyan
Ng mawalay ang pag-ibig mo, sa piling ko
At kung sakali man magdusa
Itoy aking matitiis
Maghirap man o maghinagpis
Baka sakaling mahal mo ba ako

Di mo ba maunawaan
Pag-ibig na inalay ko sa iyoy tapat
Pagkat ako ngayon
Nangangamba sayo giliw

At kung sakali man ikaw ay
Mayron ng ibang minamahal, minamahal
At kung sakali mang tuluyan
Ng mawalay ang pag-ibig mo, sa piling ko
At kung sakali man magdusa
Itoy aking matitiis
Maghirap man o maghinagpis
Baka sakaling mahal mo ba ako

At kung sakali man ikaw ay
Mayron ng ibang minamahal, minamahal
At kung sakali mang tuluyan
Ng mawalay ang pag-ibig mo, sa piling ko
At kung sakali man magdusa
Itoy aking matitiis
Maghirap man o maghinagpis
Baka sakaling mahal mo ba ako
Mahal mo ba ako
"
"""Dance With My Father""",Michael Pangilinan,"""Michael Pangilinan""","

Back when I was a child, before life removed all the innocence
My father would lift me high and dance with my mother and me and then
Spin me around 'til I fell asleep
Then up the stairs he would carry me
And I knew for sure I was loved

If I could get another chance, another walk, another dance with him
I'd play a song that would never, ever end
How I'd love, love, love
To dance with my father again

When I and my mother would disagree
To get my way, I would run from her to him
He'd make me laugh just to comfort me
Then finally make me do just what my mama said
Later that night when I was asleep
He left a dollar under my sheet
Never dreamed that he would be gone from me

If I could steal one final glance, one final step, one final dance with him
I'd play a song that would never, ever end
Cause I'd love, love, love
To dance with my father again

Sometimes I'd listen outside her door
And I'd hear how my mother cried for him
I pray for her even more than me
I pray for her even more than me

I know I'm praying for much too much
But could you send back the only man she loved
I know you don't do it usually
But dear Lord she's dying
To dance with my father again
Every night I fall asleep and this is all I ever dream
"
"""Ang Saksi Ko""",Michael Pangilinan,"""Michael Pangilinan""","

Dito sa puso ko'y nagiisa ka lamang
At sa aking isipin ay tanging ikaw ang syang laman

Hindi ka sasaktan, kahit kailan pa man
Pangako sayo ang pag ibig ko'y walang hanggan

Ang saksi ko'y mga bituin na nagniningning
Kailan pa man, ang pag ibig moy di magdidilim
Ganyan ang pagmamahal sa puso ko
Araw Gabi ang damdamin ko ay sayo

Ikaw ang tugon sa puso ko, dumadalangin
Na matagpuan ang tulad mo at makapiling

Hindi ka sasaktan, kahit kailan pa man
Pangako sayo ang pag ibig ko'y walang hanggan

Ang saksi ko'y mga bituin na nagniningning
Kailan pa man, ang pag ibig moy di magdidilim
Ganyan ang pagmamahal sa puso ko
Araw Gabi ang damdamin ko ay sayo

Ang saksi ko mga bituin na nagniningning
Kailan pa man, ang pag ibig moy di magdidilim
Ganyan ang pagmamahal sa puso ko
Araw Gabi ang damdamin ko ay sayo
"
"""Umagang Kay Ganda""",Michael Pangilinan,"""Michael Pangilinan""","

Halika na pumikit limutin ang problema
Hihintayin ang umaga
Magpahinga, panaginip ang ikaliligaya
Darating din ang umaga

Basta't tayo'y magkasama
Laging mayroong umagang kay ganda
Pagsikat ng araw
May dalang liwanag
Sa ating pangarap, ooh
Haharapin natin
Haharapin natin

Pagsikat ng araw
May dalang liwanag

Gumising na
Araw ng pag-asa'y narito na
Dumating din, haharapin natin

Basta't tayo'y magkasama
Laging mayroong umagang kay ganda
Pagsikat ng araw
May dalang liwanag
Sa ating pangarap, ooh
Haharapin natin
[x2]
Haharapin natin
Haharapin natin
"
"""Tayo Na Lang""",Michael Pangilinan,"""Michael""","

Ako na lang sana ang minahal
'Pagkat pag-ibig ko'y magtatagal
Pwede na ba sana tayo na lang
Ako na lang, tayo na lang

Ikaw lang talaga ang minahal mula noon
'Di pa rin nagbabago sa'yo hanggang ngayon
Anumang panahon ako'y maghihintay
Hindi babaling sa iba
Anuman ang gawin
'Di kayang pigilin ang aking nadarama

Ako na lang sana ang minahal
'Pagkat pag-ibig ko'y magtatagal
Pwede na ba sana tayo na lang
Ikaw ang tangi kong pangarap makasama
Ako na lang sana ang inibig mo
'Pagkat sa'yo'y 'di magbabago
Kung puwede lang, ako na lang, tayo na lang

Ikaw pa rin talaga ang iniisip ko ngayon
Kahit na alam kong ibang kapiling mo ngayon
Alam kong sa iyo'y may pagkukulang s'ya
P'wede bang makialam
Hindi ko kayang pabayaang makita kang ganyan

Ako na lang sana ang minahal
'Pagkat pag-ibig ko'y magtatagal
Pwede na ba sana tayo na lang
Ikaw ang tangi kong pangarap makasama
Ako na lang sana ang inibig mo
'Pagkat sa'yo'y 'di magbabago
Kung puwede lang, ako na lang, tayo na lang

Nandito lang ako
Naghihintay na makapiling ka

Ako na lang sana ang minahal
'Pagkat pag-ibig ko'y magtatagal
Pwede na ba sana tayo na lang
Ikaw ang tangi kong pangarap makasama
Ako na lang sana ang inibig mo
'Pagkat sa'yo'y 'di magbabago
Kung puwede lang, ako na lang, tayo na lang

Pwede na ba sana tayo na lang
Ikaw ang tangi kong pangarap makasama
Ako na lang sana ang inibig mo
'Pagkat sa'yo'y 'di magbabago
Kung puwede lang, ako na lang, tayo na langï»¿
"
"""Hanggang Kailan""",Michael Pangilinan,"""Michael""","

Akala ko sa'yo natagpuan
Pag-ibig na walang hanggan
Ang ating pagsasama
Pinaglaruan ng tadhana
Nagmahal ka ng iba
Iniwan mo akong mag isa
Hindi ko maturuan ang pusong
'Wag magmahal ng tapat sa'yo

Kahit pa, ako'y bahagi na lamang,
Ng nakaraan mo ohhh
Andito lang ako sa'yo

Hanggang kailan aasa?
Hanggang kailan magdurusa?
Hanggang kailan?
Hanggang kailan?

Hanggang kailan aasa?
Hanggang kailan magdurusa?
Hanggang kailan?
Hanggang kailan?

Tanggap ko ako'y muling masasaktan
Pagdurusa sa piling mo'y pagdaraanan
Ang tanging tanong ko lang?
Hanggang kailan?

Batid kong hanggang dito nalang
Kaya pipilitin ika'y talikuran
Ika'y aking lilimutin
Hanggang kailan?

Hanggang kailan aasa?
Hanggang kailan magdurusa?
Hanggang kailan?
Hanggang kailan?

Hanggang kailan aasa?
Hanggang kailan magdurusa?
Hanggang kailan?
Hanggang kailan?
"
